standard_frame_idx,query_frame_idx,standard_timestamp_sec,query_timestamp_sec,distance,temporal_weighted_distance,frame_pair_weight,standard_frame_weight,query_frame_weight
22,22,0.7470404984423676,0.7470404984423676,0.0,0.0,0.6990663409233093,0.6990663409233093,0.6990663409233093
22,24,0.7470404984423676,0.8149532710280374,0.0,0.0,0.6990663409233093,0.6990663409233093,0.6990663409233093
22,26,0.7470404984423676,0.8828660436137072,0.0,0.0,0.6990663409233093,0.6990663409233093,0.6990663409233093
24,26,0.8149532710280374,0.8828660436137072,0.0,0.0,0.6990663409233093,0.6990663409233093,0.6990663409233093
26,26,0.8828660436137072,0.8828660436137072,0.0,0.0,0.6990663409233093,0.6990663409233093,0.6990663409233093
28,28,0.950778816199377,0.950778816199377,0.0,0.0,1.2107914686203003,1.2107914686203003,1.2107914686203003
30,30,1.0186915887850467,1.0186915887850467,0.0,0.0,1.6998134851455688,1.6998134851455688,1.6998134851455688
32,32,1.0866043613707166,1.0866043613707166,0.0,0.0,1.7628828287124634,1.7628828287124634,1.7628828287124634
34,34,1.1545171339563864,1.1545171339563864,0.0,0.0,1.6855148077011108,1.6855148077011108,1.6855148077011108
36,36,1.222429906542056,1.222429906542056,0.0,0.0,1.889553427696228,1.889553427696228,1.889553427696228
38,38,1.290342679127726,1.290342679127726,0.0,0.0,2.102116823196411,2.102116823196411,2.102116823196411
40,40,1.3582554517133958,1.3582554517133958,0.0,0.0,1.8872724771499634,1.8872724771499634,1.8872724771499634
42,42,1.4261682242990654,1.4261682242990654,0.0,0.0,1.590866684913635,1.5908666849136353,1.5908666849136353
44,44,1.4940809968847353,1.4940809968847353,0.0,0.0,1.6725775003433225,1.6725775003433228,1.6725775003433228
46,46,1.5619937694704051,1.5619937694704051,0.0,0.0,1.8899098634719849,1.8899098634719849,1.8899098634719849
48,48,1.6299065420560748,1.6299065420560748,0.0,0.0,1.943239450454712,1.943239450454712,1.943239450454712
50,50,1.6978193146417446,1.6978193146417446,0.0,0.0,1.7500361204147337,1.7500361204147339,1.7500361204147339
52,52,1.7657320872274145,1.7657320872274145,0.0,0.0,1.3374499082565308,1.3374499082565308,1.3374499082565308
54,54,1.8336448598130841,1.8336448598130841,0.0,0.0,1.0109394788742065,1.0109394788742065,1.0109394788742065
56,56,1.901557632398754,1.901557632398754,0.0,0.0,0.912822961807251,0.912822961807251,0.912822961807251
58,58,1.9694704049844238,1.9694704049844238,0.0,0.0,0.8450244069099425,0.8450244069099426,0.8450244069099426
60,60,2.0373831775700935,2.0373831775700935,0.0,0.0,0.8036062717437744,0.8036062717437744,0.8036062717437744
62,62,2.1052959501557633,2.1052959501557633,0.0,0.0,0.7572716474533081,0.7572716474533081,0.7572716474533081
64,64,2.173208722741433,2.173208722741433,0.0,0.0,0.6990663409233093,0.6990663409233093,0.6990663409233093
66,66,2.241121495327103,2.241121495327103,0.0,0.0,0.6990663409233093,0.6990663409233093,0.6990663409233093
68,68,2.309034267912773,2.309034267912773,0.0,0.0,0.6990663409233093,0.6990663409233093,0.6990663409233093
70,70,2.3769470404984423,2.3769470404984423,0.0,0.0,0.6990663409233093,0.6990663409233093,0.6990663409233093
72,72,2.444859813084112,2.444859813084112,0.0,0.0,0.717531383037567,0.7175313830375671,0.7175313830375671
74,74,2.512772585669782,2.512772585669782,0.0,0.0,0.6990663409233093,0.6990663409233093,0.6990663409233093
76,76,2.580685358255452,2.580685358255452,0.0,0.0,0.6990663409233093,0.6990663409233093,0.6990663409233093
78,78,2.6485981308411217,2.6485981308411217,0.0,0.0,0.6990663409233093,0.6990663409233093,0.6990663409233093
80,80,2.7165109034267916,2.7165109034267916,0.0,0.0,0.8024475574493408,0.8024475574493408,0.8024475574493408
82,82,2.784423676012461,2.784423676012461,0.0,0.0,0.8672114014625549,0.8672114014625549,0.8672114014625549
84,84,2.852336448598131,2.852336448598131,0.0,0.0,0.8889243006706238,0.8889243006706238,0.8889243006706238
86,86,2.9202492211838007,2.9202492211838007,0.0,0.0,0.9693306684494019,0.9693306684494019,0.9693306684494019
88,88,2.9881619937694706,2.9881619937694706,0.0,0.0,0.9486830830574036,0.9486830830574036,0.9486830830574036
90,90,3.0560747663551404,3.0560747663551404,0.0,0.0,0.8974032402038574,0.8974032402038574,0.8974032402038574
92,92,3.1239875389408103,3.1239875389408103,0.0,0.0,0.9619759917259216,0.9619759917259216,0.9619759917259216
94,94,3.1919003115264797,3.1919003115264797,0.0,0.0,0.9446704983711243,0.9446704983711243,0.9446704983711243
