standard_frame_idx,query_frame_idx,standard_timestamp_sec,query_timestamp_sec,distance,base_distance,semantic_phase_gap,semantic_phase_penalty,temporal_weighted_distance,frame_pair_weight,standard_frame_weight,query_frame_weight,standard_semantic_phase,query_semantic_phase
24,26,0.8149532710280374,0.8828660436137072,0.0,0.0,0.0,0.0,0.0,0.6986023187637329,0.6986023187637329,0.6986023187637329,0.0,0.0
26,26,0.8828660436137072,0.8828660436137072,0.0,0.0,0.0,0.0,0.0,0.6986023187637329,0.6986023187637329,0.6986023187637329,0.0,0.0
28,28,0.950778816199377,0.950778816199377,0.0,0.0,0.0,0.0,0.0,1.209729790687561,1.209729790687561,1.209729790687561,0.01599864475429058,0.01599864475429058
30,30,1.0186915887850467,1.0186915887850467,0.0,0.0,0.0,0.0,0.0,1.7259443998336792,1.7259443998336792,1.7259443998336792,0.06415381282567978,0.06415381282567978
32,32,1.0866043613707166,1.0866043613707166,0.0,0.0,0.0,0.0,0.0,1.8061177730560303,1.8061177730560303,1.8061177730560303,0.1309763342142105,0.1309763342142105
34,34,1.1545171339563864,1.1545171339563864,0.0,0.0,0.0,0.0,0.0,1.7046234607696533,1.7046234607696533,1.7046234607696533,0.19713149964809418,0.19713149964809418
36,36,1.222429906542056,1.222429906542056,0.0,0.0,0.0,0.0,0.0,1.8761746883392334,1.8761746883392334,1.8761746883392334,0.26547950506210327,0.26547950506210327
38,38,1.290342679127726,1.290342679127726,0.0,0.0,0.0,0.0,0.0,2.0868782997131348,2.0868782997131348,2.0868782997131348,0.34579235315322876,0.34579235315322876
40,40,1.3582554517133958,1.3582554517133958,0.0,0.0,0.0,0.0,0.0,1.8818495273590088,1.8818495273590088,1.8818495273590088,0.4262827932834625,0.4262827932834625
42,42,1.4261682242990654,1.4261682242990654,0.0,0.0,0.0,0.0,0.0,1.5813779830932617,1.5813779830932617,1.5813779830932617,0.4909507632255554,0.4909507632255554
44,44,1.4940809968847353,1.4940809968847353,0.0,0.0,0.0,0.0,0.0,1.654209017753601,1.654209017753601,1.654209017753601,0.5484933853149414,0.5484933853149414
