request_id,target_word,other_word,query_json,frame_count,timeline_frame_count,capture_fps,error,target_score,other_score,margin,target_band,other_band,target_capture_quality_status,target_capture_quality_reason,other_capture_quality_status,other_capture_quality_reason,target_score_scale_reason,other_score_scale_reason,target_semantic_floor_reason,other_semantic_floor_reason,target_core_presence,other_core_presence,eligible_for_gate,confusion_pass,confusion_reason
web_20260523_023729_fe2e847d,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_023729_fe2e847d/holistic/user_花_web_20260523_023729_fe2e847d_holistic_results.json,15,30,10.0,,78.09925693366887,2.1467310003273576,75.9525259333415,normal_like,low,score_valid,score_valid,needs_recapture,jump_two_hand_presence_low,visible_semantic_core_scale,short_action_window_with_query_energy_peak,action_window_coverage_low,insufficient_two_hand_presence,1.0,0.0,True,True,passed
web_20260523_023751_844be9b0,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_023751_844be9b0/holistic/user_花_web_20260523_023751_844be9b0_holistic_results.json,15,30,10.0,,78.30805692480041,2.1341216588082483,76.17393526599216,normal_like,low,score_valid,score_valid,needs_recapture,jump_two_hand_presence_low,visible_semantic_core_scale,short_action_window_with_query_energy_peak,action_window_coverage_low,insufficient_two_hand_presence,1.0,0.0,True,True,passed
web_20260523_023814_169a471d,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_023814_169a471d/holistic/user_花_web_20260523_023814_169a471d_holistic_results.json,30,54,18.0,,77.05564745831941,1.091721615521148,75.96392584279826,normal_like,low,score_valid,score_valid,needs_recapture,jump_two_hand_presence_low,visible_semantic_core_scale,short_action_window_with_query_energy_peak,query_not_short_core_capture,insufficient_two_hand_presence,0.875,0.0,True,True,passed
web_20260523_023830_033d7664,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_023830_033d7664/holistic/user_花_web_20260523_023830_033d7664_holistic_results.json,30,54,18.0,,78.8270187377436,1.2473242823470472,77.57969445539655,normal_like,low,score_valid,score_valid,needs_recapture,jump_two_hand_presence_low,visible_semantic_core_scale,short_action_window_with_query_energy_peak,query_not_short_core_capture,insufficient_two_hand_presence,0.875,0.0,True,True,passed
web_20260523_024000_dd35e1bb,跳,花,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_024000_dd35e1bb/holistic/user_跳_web_20260523_024000_dd35e1bb_holistic_results.json,30,54,18.0,,72.94307183299364,24.699699808939872,48.24337202405377,borderline,low,score_valid,score_valid,semantic_mismatch,flower_jump_like_two_hand_confusion,jump_relation_semantic_floor,default,used,jump_like_two_hand_confusion,0.75,1.0,True,True,passed
web_20260523_024025_9c6cf572,跳,花,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_024025_9c6cf572/holistic/user_跳_web_20260523_024025_9c6cf572_holistic_results.json,30,54,18.0,,3.769062346165826,39.34970319730303,-35.580640851137204,low,low,needs_recapture,jump_two_hand_presence_low,semantic_mismatch,flower_opening_guard_failed,short_action_window_with_query_energy_peak,default,insufficient_two_hand_presence,query_not_short_core_capture,0.5,1.0,False,False,not_eligible
web_20260523_024037_ff5b3fb5,跳,花,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_024037_ff5b3fb5/holistic/user_跳_web_20260523_024037_ff5b3fb5_holistic_results.json,30,54,18.0,,6.226831427977597,71.55756401805921,-65.33073259008161,low,borderline,needs_recapture,jump_two_hand_presence_low,score_valid,score_valid,short_action_window_with_query_energy_peak,visible_semantic_core_scale,insufficient_two_hand_presence,query_not_short_core_capture,0.5,1.0,False,False,not_eligible
web_20260523_030621_977512c9,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_030621_977512c9/holistic/user_花_web_20260523_030621_977512c9_holistic_results.json,53,105,29.44954128440367,,79.39839837023891,5.589679160034655,73.80871921020426,normal_like,low,score_valid,score_valid,needs_recapture,jump_two_hand_presence_low,visible_semantic_core_scale,short_action_window_with_query_energy_peak,query_not_short_core_capture,insufficient_two_hand_presence,1.0,0.0,True,True,passed
web_20260523_030625_c3f72e11,跳,花,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_030625_c3f72e11/holistic/user_跳_web_20260523_030625_c3f72e11_holistic_results.json,19,37,14.682539682539682,,84.96471093977739,14.644099008111278,70.32061193166611,normal_like,low,score_valid,score_valid,semantic_mismatch,flower_jump_like_two_hand_confusion,jump_relation_semantic_floor,default,used,jump_like_two_hand_confusion,1.0,1.0,True,True,passed
web_20260523_031125_9cc568f2,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_031125_9cc568f2/holistic/user_花_web_20260523_031125_9cc568f2_holistic_results.json,53,105,29.44954128440367,,79.2397950568015,6.306840945886874,72.93295411091462,normal_like,low,score_valid,score_valid,semantic_mismatch,phase_order_disorder,visible_semantic_core_scale,short_action_window_with_query_energy_peak,query_not_short_core_capture,insufficient_two_hand_presence,1.0,0.0,True,True,passed
web_20260523_031129_bd3988e8,跳,花,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_031129_bd3988e8/holistic/user_跳_web_20260523_031129_bd3988e8_holistic_results.json,19,37,14.682539682539682,,84.97386773835608,14.66747697482799,70.30639076352809,normal_like,low,score_valid,score_valid,semantic_mismatch,flower_jump_like_two_hand_confusion,jump_relation_semantic_floor,default,used,jump_like_two_hand_confusion,1.0,1.0,True,True,passed
web_20260523_031134_8688f93f,跳,花,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_031134_8688f93f/holistic/user_跳_web_20260523_031134_8688f93f_holistic_results.json,30,54,18.0,,77.61020177401426,32.779456703324946,44.83074507068931,normal_like,low,score_valid,score_valid,semantic_mismatch,flower_jump_like_two_hand_confusion,jump_relation_semantic_floor,default,used,jump_like_two_hand_confusion,0.7272727272727273,1.0,True,True,passed
web_20260523_031147_55d51ab9,跳,花,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_031147_55d51ab9/holistic/user_跳_web_20260523_031147_55d51ab9_holistic_results.json,30,54,18.0,,0.8328617528044224,71.8713940363338,-71.03853228352938,low,borderline,needs_recapture,jump_two_hand_presence_low,score_valid,score_valid,short_action_window_with_query_energy_peak,visible_semantic_core_scale,insufficient_two_hand_presence,query_not_short_core_capture,0.25,0.625,False,False,not_eligible
web_20260523_031219_0da0bd96,跳,花,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_031219_0da0bd96/holistic/user_跳_web_20260523_031219_0da0bd96_holistic_results.json,15,30,10.0,,66.51038015480857,13.964951285370706,52.54542886943787,borderline,low,score_valid,score_valid,semantic_mismatch,flower_jump_like_two_hand_confusion,jump_relation_semantic_floor,default,used,jump_like_two_hand_confusion,0.6666666666666666,1.0,True,True,passed
web_20260523_031235_d0de0d44,跳,花,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_031235_d0de0d44/holistic/user_跳_web_20260523_031235_d0de0d44_holistic_results.json,15,30,10.0,,72.5429794341052,12.827971885786141,59.715007548319065,borderline,low,score_valid,score_valid,semantic_mismatch,flower_opening_guard_failed,jump_relation_semantic_floor,default,used,opening_guard_too_weak,1.0,1.0,True,True,passed
web_20260523_031247_f927176a,跳,花,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_031247_f927176a/holistic/user_跳_web_20260523_031247_f927176a_holistic_results.json,15,30,10.0,,82.06160710461378,12.312363546619665,69.74924355799412,normal_like,low,score_valid,score_valid,semantic_mismatch,flower_opening_guard_failed,jump_relation_semantic_floor,default,used,opening_guard_too_weak,1.0,1.0,True,True,passed
web_20260523_031304_c5ddfa0c,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_031304_c5ddfa0c/holistic/user_花_web_20260523_031304_c5ddfa0c_holistic_results.json,15,30,10.0,,78.40091878671288,2.1180215901253314,76.28289719658754,normal_like,low,score_valid,score_valid,needs_recapture,jump_two_hand_presence_low,visible_semantic_core_scale,short_action_window_with_query_energy_peak,used,insufficient_two_hand_presence,1.0,0.0,True,True,passed
web_20260523_031317_966d9c05,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_031317_966d9c05/holistic/user_花_web_20260523_031317_966d9c05_holistic_results.json,30,54,18.0,,79.24021806825945,1.1705265260002735,78.06969154225918,normal_like,low,score_valid,score_valid,semantic_mismatch,phase_order_disorder,visible_semantic_core_scale,short_action_window_with_query_energy_peak,query_not_short_core_capture,insufficient_two_hand_presence,0.9,0.0,True,True,passed
web_20260523_031333_6c5f7460,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_031333_6c5f7460/holistic/user_花_web_20260523_031333_6c5f7460_holistic_results.json,30,54,18.0,,77.23927680674187,1.2243029496368532,76.01497385710502,normal_like,low,score_valid,score_valid,needs_recapture,jump_two_hand_presence_low,visible_semantic_core_scale,short_action_window_with_query_energy_peak,query_not_short_core_capture,insufficient_two_hand_presence,0.875,0.0,True,True,passed
web_20260523_031345_3b07a113,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_031345_3b07a113/holistic/user_花_web_20260523_031345_3b07a113_holistic_results.json,30,54,18.0,,54.42538927680064,1.4664521787303681,52.958937098070265,low,low,semantic_mismatch,flower_opening_guard_failed,needs_recapture,jump_two_hand_presence_low,default,short_action_window_with_query_energy_peak,query_not_short_core_capture,insufficient_two_hand_presence,0.7666666666666667,0.0,False,False,not_eligible
web_20260523_032325_7e7b2476,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_032325_7e7b2476/holistic/user_花_web_20260523_032325_7e7b2476_holistic_results.json,30,54,18.0,,79.18631608843909,1.489179220189671,77.69713686824942,normal_like,low,score_valid,score_valid,needs_recapture,jump_two_hand_presence_low,visible_semantic_core_scale,short_action_window_with_query_energy_peak,query_not_short_core_capture,insufficient_two_hand_presence,1.0,0.0,True,True,passed
web_20260523_032344_77c9db0c,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_032344_77c9db0c/holistic/user_花_web_20260523_032344_77c9db0c_holistic_results.json,60,60,20.0,,66.46484471770337,4.569197384049456,61.89564733365391,borderline,low,score_valid,score_valid,needs_recapture,jump_two_hand_presence_low,visible_semantic_core_scale,short_action_window_with_query_energy_peak,query_not_short_core_capture,insufficient_two_hand_presence,0.7666666666666667,0.0,True,True,passed
web_20260523_041345_488a62c3,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_041345_488a62c3/holistic/user_花_web_20260523_041345_488a62c3_holistic_results.json,53,105,29.44954128440367,,79.2397950568015,6.306840945886874,72.93295411091462,normal_like,low,score_valid,score_valid,semantic_mismatch,phase_order_disorder,visible_semantic_core_scale,short_action_window_with_query_energy_peak,query_not_short_core_capture,insufficient_two_hand_presence,1.0,0.0,True,True,passed
web_20260523_041350_ad02e9e5,跳,花,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_041350_ad02e9e5/holistic/user_跳_web_20260523_041350_ad02e9e5_holistic_results.json,19,37,14.682539682539682,,84.97386773835608,14.66747697482799,70.30639076352809,normal_like,low,score_valid,score_valid,semantic_mismatch,flower_jump_like_two_hand_confusion,jump_relation_semantic_floor,default,used,jump_like_two_hand_confusion,1.0,1.0,True,True,passed
web_20260523_041443_0292d680,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_041443_0292d680/holistic/user_花_web_20260523_041443_0292d680_holistic_results.json,53,105,29.44954128440367,,79.2397950568015,6.306840945886874,72.93295411091462,normal_like,low,score_valid,score_valid,semantic_mismatch,phase_order_disorder,visible_semantic_core_scale,short_action_window_with_query_energy_peak,query_not_short_core_capture,insufficient_two_hand_presence,1.0,0.0,True,True,passed
web_20260523_041447_f7341789,跳,花,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_041447_f7341789/holistic/user_跳_web_20260523_041447_f7341789_holistic_results.json,19,37,14.682539682539682,,84.97386773835608,14.66747697482799,70.30639076352809,normal_like,low,score_valid,score_valid,semantic_mismatch,flower_jump_like_two_hand_confusion,jump_relation_semantic_floor,default,used,jump_like_two_hand_confusion,1.0,1.0,True,True,passed
web_20260523_041618_e930772c,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_041618_e930772c/holistic/user_花_web_20260523_041618_e930772c_holistic_results.json,60,60,20.0,,64.60970588941437,4.769657199158474,59.8400486902559,borderline,low,score_valid,score_valid,needs_recapture,jump_two_hand_presence_low,visible_semantic_core_scale,short_action_window_with_query_energy_peak,query_not_short_core_capture,insufficient_two_hand_presence,0.8823529411764706,0.058823529411764705,True,True,passed
web_20260523_041635_7421d5c0,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_041635_7421d5c0/holistic/user_花_web_20260523_041635_7421d5c0_holistic_results.json,30,54,18.0,,78.93963679494192,1.1822011191117596,77.75743567583015,normal_like,low,score_valid,score_valid,needs_recapture,jump_two_hand_presence_low,visible_semantic_core_scale,short_action_window_with_query_energy_peak,query_not_short_core_capture,insufficient_two_hand_presence,0.875,0.0,True,True,passed
web_20260523_041652_402b253a,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_041652_402b253a/holistic/user_花_web_20260523_041652_402b253a_holistic_results.json,30,54,18.0,,76.87803114987845,1.3030422437564746,75.57498890612197,normal_like,low,score_valid,score_valid,needs_recapture,jump_two_hand_presence_low,visible_semantic_core_scale,short_action_window_with_query_energy_peak,query_not_short_core_capture,insufficient_two_hand_presence,0.875,0.0,True,True,passed
web_20260523_041708_24e7d28a,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_041708_24e7d28a/holistic/user_花_web_20260523_041708_24e7d28a_holistic_results.json,30,54,18.0,,79.2655135729492,1.0915167825984458,78.17399679035076,normal_like,low,score_valid,score_valid,needs_recapture,jump_two_hand_presence_low,visible_semantic_core_scale,short_action_window_with_query_energy_peak,query_not_short_core_capture,insufficient_two_hand_presence,0.875,0.0,True,True,passed
web_20260523_041735_ea1bbaa6,跳,花,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_041735_ea1bbaa6/holistic/user_跳_web_20260523_041735_ea1bbaa6_holistic_results.json,30,54,18.0,,73.25515503838987,34.43929970247884,38.81585533591103,borderline,low,score_valid,score_valid,semantic_mismatch,flower_jump_like_two_hand_confusion,jump_relation_semantic_floor,default,used,jump_like_two_hand_confusion,1.0,1.0,True,True,passed
web_20260523_041958_068b1181,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_041958_068b1181/holistic/user_花_web_20260523_041958_068b1181_holistic_results.json,30,54,18.0,,79.0226212256232,1.230736123734823,77.79188510188837,normal_like,low,score_valid,score_valid,needs_recapture,jump_two_hand_presence_low,visible_semantic_core_scale,short_action_window_with_query_energy_peak,query_not_short_core_capture,insufficient_two_hand_presence,0.875,0.0,True,True,passed
web_20260523_042011_9284da87,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_042011_9284da87/holistic/user_花_web_20260523_042011_9284da87_holistic_results.json,30,54,18.0,,79.81460309873225,1.497432679812769,78.31717041891947,normal_like,low,score_valid,score_valid,needs_recapture,jump_two_hand_presence_low,visible_semantic_core_scale,short_action_window_with_query_energy_peak,query_not_short_core_capture,insufficient_two_hand_presence,0.875,0.0,True,True,passed
web_20260523_042024_ee2fc3da,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_042024_ee2fc3da/holistic/user_花_web_20260523_042024_ee2fc3da_holistic_results.json,30,54,18.0,,78.53756029727911,1.1572332859611651,77.38032701131795,normal_like,low,score_valid,score_valid,semantic_mismatch,phase_order_disorder,visible_semantic_core_scale,short_action_window_with_query_energy_peak,query_not_short_core_capture,insufficient_two_hand_presence,0.875,0.0,True,True,passed
web_20260523_042222_fac8359d,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_042222_fac8359d/holistic/user_花_web_20260523_042222_fac8359d_holistic_results.json,30,54,18.0,,78.34176340206311,1.2251309868349898,77.11663241522812,normal_like,low,score_valid,score_valid,needs_recapture,jump_two_hand_presence_low,visible_semantic_core_scale,short_action_window_with_query_energy_peak,query_not_short_core_capture,insufficient_two_hand_presence,1.0,0.0,True,True,passed
web_20260523_042235_9431f1a0,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_042235_9431f1a0/holistic/user_花_web_20260523_042235_9431f1a0_holistic_results.json,30,54,18.0,,79.19873289903553,1.1645563396591179,78.03417655937642,normal_like,low,score_valid,score_valid,needs_recapture,jump_two_hand_presence_low,visible_semantic_core_scale,short_action_window_with_query_energy_peak,query_not_short_core_capture,insufficient_two_hand_presence,0.875,0.0,True,True,passed
web_20260523_043442_e00f8b9c,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_043442_e00f8b9c/holistic/user_花_web_20260523_043442_e00f8b9c_holistic_results.json,53,105,29.44954128440367,,79.2397950568015,6.306840945886874,72.93295411091462,normal_like,low,score_valid,score_valid,semantic_mismatch,phase_order_disorder,visible_semantic_core_scale,short_action_window_with_query_energy_peak,query_not_short_core_capture,insufficient_two_hand_presence,1.0,0.0,True,True,passed
web_20260523_043446_cbecd916,跳,花,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_043446_cbecd916/holistic/user_跳_web_20260523_043446_cbecd916_holistic_results.json,19,37,14.682539682539682,,84.97386773835608,14.66747697482799,70.30639076352809,normal_like,low,score_valid,score_valid,semantic_mismatch,flower_jump_like_two_hand_confusion,jump_relation_semantic_floor,default,used,jump_like_two_hand_confusion,1.0,1.0,True,True,passed
web_20260523_043910_b186b6a6,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_043910_b186b6a6/holistic/user_花_web_20260523_043910_b186b6a6_holistic_results.json,30,54,18.0,,76.69491740770177,4.605660280213654,72.08925712748811,normal_like,low,score_valid,score_valid,needs_recapture,jump_two_hand_presence_low,visible_semantic_core_scale,short_action_window_with_query_energy_peak,query_not_short_core_capture,insufficient_two_hand_presence,1.0,0.0,True,True,passed
web_20260523_043923_b95a60d0,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_043923_b95a60d0/holistic/user_花_web_20260523_043923_b95a60d0_holistic_results.json,30,54,18.0,,79.20405210414854,1.2631787993361594,77.94087330481238,normal_like,low,score_valid,score_valid,needs_recapture,jump_two_hand_presence_low,visible_semantic_core_scale,short_action_window_with_query_energy_peak,query_not_short_core_capture,insufficient_two_hand_presence,1.0,0.0,True,True,passed
web_20260523_043955_dd909904,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_043955_dd909904/holistic/user_花_web_20260523_043955_dd909904_holistic_results.json,30,54,18.0,,79.00689200949522,1.5133768240910155,77.4935151854042,normal_like,low,score_valid,score_valid,needs_recapture,jump_two_hand_presence_low,visible_semantic_core_scale,short_action_window_with_query_energy_peak,query_not_short_core_capture,insufficient_two_hand_presence,1.0,0.0,True,True,passed
web_20260523_044018_960618af,跳,花,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_044018_960618af/holistic/user_跳_web_20260523_044018_960618af_holistic_results.json,30,54,18.0,,71.0717218009501,28.410996352935058,42.66072544801504,borderline,low,score_valid,score_valid,semantic_mismatch,flower_jump_like_two_hand_confusion,jump_relation_semantic_floor,default,used,jump_like_two_hand_confusion,0.625,1.0,True,True,passed
web_20260523_044135_12fbd5bc,跳,花,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_044135_12fbd5bc/holistic/user_跳_web_20260523_044135_12fbd5bc_holistic_results.json,30,54,18.0,,75.21195723460607,29.574875706457277,45.6370815281488,normal_like,low,score_valid,score_valid,semantic_mismatch,flower_jump_like_two_hand_confusion,jump_relation_semantic_floor,default,used,jump_like_two_hand_confusion,0.875,0.875,True,True,passed
web_20260523_044203_20778933,跳,花,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_044203_20778933/holistic/user_跳_web_20260523_044203_20778933_holistic_results.json,30,54,18.0,,4.186357829553837,72.14707872133097,-67.96072089177713,low,borderline,needs_recapture,jump_two_hand_presence_low,score_valid,score_valid,short_action_window_with_query_energy_peak,visible_semantic_core_scale,insufficient_two_hand_presence,query_not_short_core_capture,0.5,0.875,False,False,not_eligible
web_20260523_044323_2eb9eb7e,跳,花,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_044323_2eb9eb7e/holistic/user_跳_web_20260523_044323_2eb9eb7e_holistic_results.json,25,45,18.0,,75.48419760264285,25.936388451121584,49.547809151521264,normal_like,low,score_valid,score_valid,score_valid,score_valid,jump_relation_semantic_floor,default,used,query_not_short_core_capture,1.0,1.0,True,True,passed
web_20260523_044336_5d15d099,跳,花,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_044336_5d15d099/holistic/user_跳_web_20260523_044336_5d15d099_holistic_results.json,25,45,18.0,,70.85282716212777,41.535445754362634,29.317381407765133,borderline,low,score_valid,score_valid,semantic_mismatch,flower_opening_guard_failed,jump_relation_semantic_floor,default,used,query_not_short_core_capture,0.7142857142857143,1.0,True,True,passed
web_20260523_044358_00db9d4d,跳,花,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_044358_00db9d4d/holistic/user_跳_web_20260523_044358_00db9d4d_holistic_results.json,25,45,18.0,,68.5169362954662,38.55818091917995,29.95875537628625,borderline,low,score_valid,score_valid,semantic_mismatch,flower_jump_like_two_hand_confusion,jump_relation_semantic_floor,default,used,jump_like_two_hand_confusion,0.7142857142857143,1.0,True,True,passed
web_20260523_052715_1ad3c2d2,跳,花,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_052715_1ad3c2d2/holistic/user_跳_web_20260523_052715_1ad3c2d2_holistic_results.json,25,45,18.0,,78.02616343056984,26.4697365286416,51.55642690192823,normal_like,low,score_valid,score_valid,semantic_mismatch,flower_jump_like_two_hand_confusion,jump_relation_semantic_floor,default,used,jump_like_two_hand_confusion,1.0,1.0,True,True,passed
web_20260523_052731_8f51941f,跳,花,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_052731_8f51941f/holistic/user_跳_web_20260523_052731_8f51941f_holistic_results.json,25,45,18.0,,75.93259508672512,21.626616850932713,54.3059782357924,normal_like,low,score_valid,score_valid,semantic_mismatch,flower_jump_like_two_hand_confusion,jump_relation_semantic_floor,default,used,jump_like_two_hand_confusion,1.0,1.0,True,True,passed
web_20260523_052744_427c726a,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_052744_427c726a/holistic/user_花_web_20260523_052744_427c726a_holistic_results.json,25,45,18.0,,80.05843949105305,2.121197044796289,77.93724244625676,normal_like,low,score_valid,score_valid,needs_recapture,jump_two_hand_presence_low,visible_semantic_core_scale,short_action_window_with_query_energy_peak,query_not_short_core_capture,insufficient_two_hand_presence,1.0,0.0,True,True,passed
web_20260523_052801_95c97bce,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_052801_95c97bce/holistic/user_花_web_20260523_052801_95c97bce_holistic_results.json,30,54,18.0,,79.32177801584079,1.4522702066546311,77.86950780918616,normal_like,low,score_valid,score_valid,needs_recapture,jump_two_hand_presence_low,visible_semantic_core_scale,short_action_window_with_query_energy_peak,query_not_short_core_capture,insufficient_two_hand_presence,1.0,0.0,True,True,passed
web_20260523_052817_7ae13ce2,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_052817_7ae13ce2/holistic/user_花_web_20260523_052817_7ae13ce2_holistic_results.json,25,45,18.0,,79.05011946544708,1.846317264867437,77.20380220057964,normal_like,low,score_valid,score_valid,needs_recapture,jump_two_hand_presence_low,visible_semantic_core_scale,short_action_window_with_query_energy_peak,query_not_short_core_capture,insufficient_two_hand_presence,1.0,0.0,True,True,passed
web_20260523_053035_073e5794,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_053035_073e5794/holistic/user_花_web_20260523_053035_073e5794_holistic_results.json,25,45,18.0,,76.73563263980246,2.310774116340612,74.42485852346185,normal_like,low,score_valid,score_valid,needs_recapture,jump_two_hand_presence_low,visible_semantic_core_scale,short_action_window_with_query_energy_peak,query_not_short_core_capture,insufficient_two_hand_presence,1.0,0.14285714285714285,True,True,passed
web_20260523_053051_a785c84e,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_053051_a785c84e/holistic/user_花_web_20260523_053051_a785c84e_holistic_results.json,25,45,18.0,,79.26511292952996,1.8093275869414134,77.45578534258856,normal_like,low,score_valid,score_valid,needs_recapture,jump_two_hand_presence_low,visible_semantic_core_scale,short_action_window_with_query_energy_peak,query_not_short_core_capture,insufficient_two_hand_presence,1.0,0.0,True,True,passed
web_20260523_053102_e1ff4324,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_053102_e1ff4324/holistic/user_花_web_20260523_053102_e1ff4324_holistic_results.json,25,45,18.0,,79.53303660969901,1.7468971693836284,77.78613944031538,normal_like,low,score_valid,score_valid,semantic_mismatch,phase_order_disorder,visible_semantic_core_scale,short_action_window_with_query_energy_peak,query_not_short_core_capture,insufficient_two_hand_presence,1.0,0.0,True,True,passed
web_20260523_053116_49159767,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_053116_49159767/holistic/user_花_web_20260523_053116_49159767_holistic_results.json,25,45,18.0,,79.45374184950865,1.9037889591701913,77.54995289033846,normal_like,low,score_valid,score_valid,needs_recapture,jump_two_hand_presence_low,visible_semantic_core_scale,short_action_window_with_query_energy_peak,query_not_short_core_capture,insufficient_two_hand_presence,1.0,0.0,True,True,passed
web_20260523_053128_81d821bf,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_053128_81d821bf/holistic/user_花_web_20260523_053128_81d821bf_holistic_results.json,25,45,18.0,,79.58365089397635,1.72181401837262,77.86183687560373,normal_like,low,score_valid,score_valid,needs_recapture,jump_two_hand_presence_low,visible_semantic_core_scale,short_action_window_with_query_energy_peak,query_not_short_core_capture,insufficient_two_hand_presence,1.0,0.0,True,True,passed
web_20260523_053203_4ec1e6ab,花,跳,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_053203_4ec1e6ab/holistic/user_花_web_20260523_053203_4ec1e6ab_holistic_results.json,25,45,18.0,,79.59467492174286,1.7603963642098712,77.834278557533,normal_like,low,score_valid,score_valid,semantic_mismatch,phase_order_disorder,visible_semantic_core_scale,short_action_window_with_query_energy_peak,query_not_short_core_capture,insufficient_two_hand_presence,1.0,0.0,True,True,passed
web_20260523_053241_5fbbf9c7,跳,花,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_053241_5fbbf9c7/holistic/user_跳_web_20260523_053241_5fbbf9c7_holistic_results.json,25,45,18.0,,75.983181531921,20.057327944787023,55.925853587133986,normal_like,low,score_valid,score_valid,semantic_mismatch,flower_jump_like_two_hand_confusion,jump_relation_semantic_floor,default,used,jump_like_two_hand_confusion,1.0,1.0,True,True,passed
web_20260523_053254_bd7f1d1c,跳,花,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_053254_bd7f1d1c/holistic/user_跳_web_20260523_053254_bd7f1d1c_holistic_results.json,25,45,18.0,,3.0448594719449633,36.73122603055706,-33.6863665586121,low,low,needs_recapture,jump_two_hand_presence_low,semantic_mismatch,flower_opening_guard_failed,short_action_window_with_query_energy_peak,default,insufficient_two_hand_presence,query_not_short_core_capture,0.42857142857142855,1.0,False,False,not_eligible
