standard_frame_idx,query_frame_idx,standard_timestamp_sec,query_timestamp_sec,distance,base_distance,semantic_phase_gap,semantic_phase_penalty,temporal_weighted_distance,frame_pair_weight,standard_frame_weight,query_frame_weight,standard_semantic_phase,query_semantic_phase
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6146162837743758,0.6986023187637329,0.4186488687992096,0.0,0.0
2,0,0.06791277258566979,0.0,0.0,0.0,0.0,0.0,0.0,0.6146162837743758,0.6986023187637329,0.4186488687992096,0.0,0.0
4,0,0.13582554517133957,0.0,0.0,0.0,0.0,0.0,0.0,0.6146162837743758,0.6986023187637329,0.4186488687992096,0.0,0.0
6,0,0.20373831775700935,0.0,0.0,0.0,0.0,0.0,0.0,0.6146162837743758,0.6986023187637329,0.4186488687992096,0.0,0.0
8,0,0.27165109034267915,0.0,0.0,0.0,0.0,0.0,0.0,0.6146162837743758,0.6986023187637329,0.4186488687992096,0.0,0.0
10,0,0.33956386292834895,0.0,0.0,0.0,0.0,0.0,0.0,0.6146162837743758,0.6986023187637329,0.4186488687992096,0.0,0.0
12,0,0.4074766355140187,0.0,0.0,0.0,0.0,0.0,0.0,0.6146162837743758,0.6986023187637329,0.4186488687992096,0.0,0.0
14,0,0.4753894080996885,0.0,0.0,0.0,0.0,0.0,0.0,0.6146162837743758,0.6986023187637329,0.4186488687992096,0.0,0.0
16,0,0.5433021806853583,0.0,0.0,0.0,0.0,0.0,0.0,0.6146162837743758,0.6986023187637329,0.4186488687992096,0.0,0.0
18,0,0.611214953271028,0.0,0.032198142414860687,0.032198142414860687,0.0,0.0,0.019789502024650574,0.6146162837743758,0.6986023187637329,0.4186488687992096,0.0,0.0
20,0,0.6791277258566979,0.0,0.0,0.0,0.0,0.0,0.0,0.6146162837743758,0.6986023187637329,0.4186488687992096,0.0,0.0
22,0,0.7470404984423676,0.0,0.0,0.0,0.0,0.0,0.0,0.6146162837743758,0.6986023187637329,0.4186488687992096,0.0,0.0
24,0,0.8149532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.6146162837743758,0.6986023187637329,0.4186488687992096,0.0,0.0
26,0,0.8828660436137072,0.0,0.0,0.0,0.0,0.0,0.0,0.6146162837743758,0.6986023187637329,0.4186488687992096,0.0,0.0
28,0,0.950778816199377,0.0,0.032273398618997716,0.032198142414860687,0.01599864475429058,7.52562041370274e-05,0.03138282895088196,0.9724055141210556,1.209729790687561,0.4186488687992096,0.01599864475429058,0.0
30,0,1.0186915887850467,0.0,0.03268880205256694,0.032198142414860687,0.06415381282567978,0.0004906596377062535,0.043598879128694534,1.3337557405233382,1.7259443998336792,0.4186488687992096,0.06415381282567978,0.0
32,0,1.0866043613707166,0.0,0.0334841404875984,0.032198142414860687,0.1309763342142105,0.001285998072737713,0.04653884097933769,1.389877101778984,1.8061177730560303,0.4186488687992096,0.1309763342142105,0.0
34,0,1.1545171339563864,0.0,0.03443146074491096,0.032198142414860687,0.19713149964809418,0.0022333183300502803,0.04540928080677986,1.3188310831785202,1.7046234607696533,0.4186488687992096,0.19713149964809418,0.0
36,0,1.222429906542056,0.0,0.03553603106450307,0.032198142414860687,0.26547950506210327,0.0033378886496423866,0.051133397966623306,1.4389169424772261,1.8761746883392334,0.4186488687992096,0.26547950506210327,0.0
38,0,1.290342679127726,0.0,0.036967180223400814,0.032198142414860687,0.34579235315322876,0.004769037808540127,0.058645084500312805,1.586409470438957,2.0868782997131348,0.4186488687992096,0.34579235315322876,0.0
40,0,1.3582554517133958,0.0,0.038524038151107644,0.032198142414860687,0.4262827932834625,0.006325895736246955,0.05558592453598976,1.442889329791069,1.8818495273590088,0.4186488687992096,0.4262827932834625,0.0
42,0,1.4261682242990654,0.0,0.039852895985185204,0.032198142414860687,0.4909507632255554,0.007654753570324518,0.049121055752038956,1.232559248805046,1.5813779830932617,0.4186488687992096,0.4909507632255554,0.0
44,0,1.4940809968847353,0.0,0.04108833928140894,0.032198142414860687,0.5484933853149414,0.008890196866548251,0.05273856595158577,1.2835409730672835,1.654209017753601,0.4186488687992096,0.5484933853149414,0.0
46,0,1.5619937694704051,0.0,0.04257379421374741,0.032198142414860687,0.6150041818618774,0.01037565179888672,0.061013363301754,1.4331201642751692,1.8678935766220093,0.4186488687992096,0.6150041818618774,0.0
48,0,1.6299065420560748,0.0,0.04431155760305304,0.032198142414860687,0.6897532939910889,0.012113415188192356,0.06503964215517044,1.467780503630638,1.9174083471298218,0.4186488687992096,0.6897532939910889,0.0
50,0,1.6978193146417446,0.0,0.04600785718684139,0.032198142414860687,0.7600730657577515,0.013809714771980706,0.06137740984559059,1.334063658118248,1.7263842821121216,0.4186488687992096,0.7600730657577515,0.0
52,0,1.7657320872274145,0.0,0.04729041555750479,0.032198142414860687,0.8117563128471375,0.0150922731426441,0.049702178686857224,1.050999018549919,1.3220062255859375,0.4186488687992096,0.8117563128471375,0.0
54,0,1.8336448598130841,0.0,0.04802041068085336,0.032198142414860687,0.8406617641448975,0.015822268265992676,0.03960084915161133,0.8246669858694076,0.998674750328064,0.4186488687992096,0.8406617641448975,0.0
56,0,1.901557632398754,0.0,0.04842153271901202,0.032198142414860687,0.856397271156311,0.01622339030415133,0.036629416048526764,0.7564695805311202,0.901249885559082,0.4186488687992096,0.856397271156311,0.0
58,0,1.9694704049844238,0.0,0.04869404030614588,0.032198142414860687,0.8670298457145691,0.016495897891285197,0.034599415957927704,0.7105472177267074,0.8356465101242065,0.4186488687992096,0.8670298457145691,0.0
60,0,2.0373831775700935,0.0,0.048880884921433596,0.032198142414860687,0.8742937445640564,0.016682742506572912,0.033294372260570526,0.6811327427625655,0.7936258316040039,0.4186488687992096,0.8742937445640564,0.0
62,0,2.1052959501557633,0.0,0.04899641112631646,0.032198142414860687,0.8787744641304016,0.01679826871145577,0.03176466375589371,0.6483058899641037,0.7467303276062012,0.4186488687992096,0.8787744641304016,0.0
64,0,2.173208722741433,0.0,0.049035298191479754,0.032198142414860687,0.8802809119224548,0.016837155776619064,0.030137892812490463,0.6146162837743758,0.6986023187637329,0.4186488687992096,0.8802809119224548,0.0
66,0,2.241121495327103,0.0,0.049035298191479754,0.032198142414860687,0.8802809119224548,0.016837155776619064,0.030137892812490463,0.6146162837743758,0.6986023187637329,0.4186488687992096,0.8802809119224548,0.0
