standard_frame_idx,query_frame_idx,standard_timestamp_sec,query_timestamp_sec,distance,temporal_weighted_distance,frame_pair_weight,standard_frame_weight,query_frame_weight
0,0,0.0,0.0,0.0,0.0,0.8462061882019043,0.8462061882019043,0.8462061882019043
0,4,0.0,0.13582554517133957,0.0,0.0,0.8462061882019043,0.8462061882019043,0.8462061882019043
0,8,0.0,0.27165109034267915,0.0,0.0,0.8462061882019043,0.8462061882019043,0.8462061882019043
0,12,0.0,0.4074766355140187,0.0,0.0,0.8462061882019043,0.8462061882019043,0.8462061882019043
0,16,0.0,0.5433021806853583,0.0,0.0,0.8462061882019043,0.8462061882019043,0.8462061882019043
0,20,0.0,0.6791277258566979,0.0,0.0,0.8462061882019043,0.8462061882019043,0.8462061882019043
0,24,0.0,0.8149532710280374,0.0,0.0,0.8462061882019043,0.8462061882019043,0.8462061882019043
4,24,0.13582554517133957,0.8149532710280374,0.0,0.0,0.8462061882019043,0.8462061882019043,0.8462061882019043
8,24,0.27165109034267915,0.8149532710280374,0.0,0.0,0.8462061882019043,0.8462061882019043,0.8462061882019043
12,24,0.4074766355140187,0.8149532710280374,0.0,0.0,0.8462061882019043,0.8462061882019043,0.8462061882019043
16,24,0.5433021806853583,0.8149532710280374,0.0,0.0,0.8462061882019043,0.8462061882019043,0.8462061882019043
20,24,0.6791277258566979,0.8149532710280374,0.0,0.0,0.8462061882019043,0.8462061882019043,0.8462061882019043
24,24,0.8149532710280374,0.8149532710280374,0.0,0.0,0.8462061882019043,0.8462061882019043,0.8462061882019043
28,28,0.950778816199377,0.950778816199377,0.0,0.0,1.038606882095337,1.038606882095337,1.038606882095337
32,32,1.0866043613707166,1.0866043613707166,0.0,0.0,1.322562336921692,1.322562336921692,1.322562336921692
36,36,1.222429906542056,1.222429906542056,0.0,0.0,1.3892862796783447,1.3892862796783447,1.3892862796783447
40,40,1.3582554517133958,1.3582554517133958,0.0,0.0,1.326688289642334,1.326688289642334,1.326688289642334
44,44,1.4940809968847353,1.4940809968847353,0.0,0.0,1.2100446224212646,1.2100446224212646,1.2100446224212646
48,48,1.6299065420560748,1.6299065420560748,0.0,0.0,1.115536093711853,1.115536093711853,1.115536093711853
52,52,1.7657320872274145,1.7657320872274145,0.0,0.0,1.1816015243530273,1.1816015243530273,1.1816015243530273
56,56,1.901557632398754,1.901557632398754,0.0,0.0,1.2586060762405396,1.2586060762405396,1.2586060762405396
60,60,2.0373831775700935,2.0373831775700935,0.0,0.0,1.137866497039795,1.137866497039795,1.137866497039795
64,64,2.173208722741433,2.173208722741433,0.0,0.0,0.9489917755126953,0.9489917755126953,0.9489917755126953
68,68,2.309034267912773,2.309034267912773,0.0,0.0,0.9050498008728027,0.9050498008728027,0.9050498008728027
72,72,2.444859813084112,2.444859813084112,0.0,0.0,0.9489367604255675,0.9489367604255676,0.9489367604255676
76,76,2.580685358255452,2.580685358255452,0.0,0.0,0.963184118270874,0.963184118270874,0.963184118270874
80,80,2.7165109034267916,2.7165109034267916,0.0,0.0,0.9620971083641052,0.9620971083641052,0.9620971083641052
84,84,2.852336448598131,2.852336448598131,0.0,0.0,0.9911302328109741,0.9911302328109741,0.9911302328109741
88,88,2.9881619937694706,2.9881619937694706,0.0,0.0,0.9902812838554382,0.9902812838554382,0.9902812838554382
92,92,3.1239875389408103,3.1239875389408103,0.0,0.0,0.949005663394928,0.949005663394928,0.949005663394928
96,96,3.2598130841121495,3.2598130841121495,0.0,0.0,0.8984596729278563,0.8984596729278564,0.8984596729278564
100,100,3.3956386292834893,3.3956386292834893,0.0,0.0,0.8462061882019043,0.8462061882019043,0.8462061882019043
104,104,3.531464174454829,3.531464174454829,0.0,0.0,0.8462061882019043,0.8462061882019043,0.8462061882019043
106,106,3.5993769470404984,3.5993769470404984,0.0,0.0,0.8462061882019043,0.8462061882019043,0.8462061882019043
