standard_frame_idx,query_frame_idx,standard_timestamp_sec,query_timestamp_sec,distance,base_distance,semantic_phase_gap,semantic_phase_penalty,temporal_weighted_distance,frame_pair_weight,standard_frame_weight,query_frame_weight,standard_semantic_phase,query_semantic_phase
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7095577120780945,0.7095577120780945,0.7095577120780945,0.0,0.0
2,2,0.07526881720430108,0.07526881720430108,0.0,0.0,0.0,0.0,0.0,0.7095577120780945,0.7095577120780945,0.7095577120780945,0.0,0.0
4,4,0.15053763440860216,0.15053763440860216,0.0,0.0,0.0,0.0,0.0,0.7095577120780945,0.7095577120780945,0.7095577120780945,0.0,0.0
6,6,0.22580645161290322,0.22580645161290322,0.0,0.0,0.0,0.0,0.0,0.7095577120780945,0.7095577120780945,0.7095577120780945,0.0,0.0
8,8,0.3010752688172043,0.3010752688172043,0.0,0.0,0.0,0.0,0.0,0.8523095846176146,0.8523095846176147,0.8523095846176147,0.007679658941924572,0.007679658941924572
10,10,0.3763440860215054,0.3763440860215054,0.0,0.0,0.0,0.0,0.0,1.2844725847244263,1.2844725847244263,1.2844725847244263,0.04628816246986389,0.04628816246986389
12,12,0.45161290322580644,0.45161290322580644,0.0,0.0,0.0,0.0,0.0,1.4828096628189085,1.4828096628189087,1.4828096628189087,0.1188158392906189,0.1188158392906189
14,14,0.5268817204301075,0.5268817204301075,0.0,0.0,0.0,0.0,0.0,1.368992567062378,1.368992567062378,1.368992567062378,0.19589045643806458,0.19589045643806458
16,16,0.6021505376344086,0.6021505376344086,0.0,0.0,0.0,0.0,0.0,1.1936225891113281,1.1936225891113281,1.1936225891113281,0.25740760564804077,0.25740760564804077
18,18,0.6774193548387096,0.6774193548387096,0.0,0.0,0.0,0.0,0.0,1.1641085147857666,1.1641085147857666,1.1641085147857666,0.3079025447368622,0.3079025447368622
20,20,0.7526881720430108,0.7526881720430108,0.0,0.0,0.0,0.0,0.0,1.1680713891983032,1.1680713891983032,1.1680713891983032,0.3570229113101959,0.3570229113101959
22,22,0.8279569892473118,0.8279569892473118,0.0,0.0,0.0,0.0,0.0,1.0439919233322144,1.0439919233322144,1.0439919233322144,0.39968132972717285,0.39968132972717285
24,24,0.9032258064516129,0.9032258064516129,0.0,0.0,0.0,0.0,0.0,0.8387496471405029,0.8387496471405029,0.8387496471405029,0.42462316155433655,0.42462316155433655
26,26,0.9784946236559139,0.9784946236559139,0.0,0.0,0.0,0.0,0.0,0.7095577120780945,0.7095577120780945,0.7095577120780945,0.4315733313560486,0.4315733313560486
28,28,1.053763440860215,1.053763440860215,0.0,0.0,0.0,0.0,0.0,0.7095577120780945,0.7095577120780945,0.7095577120780945,0.4315733313560486,0.4315733313560486
30,30,1.129032258064516,1.129032258064516,0.0,0.0,0.0,0.0,0.0,0.7095577120780945,0.7095577120780945,0.7095577120780945,0.4315733313560486,0.4315733313560486
32,32,1.2043010752688172,1.2043010752688172,0.0,0.0,0.0,0.0,0.0,0.8296954035758971,0.8296954035758972,0.8296954035758972,0.43803641200065613,0.43803641200065613
34,34,1.2795698924731183,1.2795698924731183,0.0,0.0,0.0,0.0,0.0,1.0760215520858765,1.0760215520858765,1.0760215520858765,0.4642142355442047,0.4642142355442047
36,36,1.3548387096774193,1.3548387096774193,0.0,0.0,0.0,0.0,0.0,1.0104933977127075,1.0104933977127075,1.0104933977127075,0.5001184940338135,0.5001184940338135
38,38,1.4301075268817203,1.4301075268817203,0.0,0.0,0.0,0.0,0.0,0.7330604791641234,0.7330604791641235,0.7330604791641235,0.5175724029541016,0.5175724029541016
40,40,1.5053763440860215,1.5053763440860215,0.0,0.0,0.0,0.0,0.0,0.7095577120780945,0.7095577120780945,0.7095577120780945,0.5188367962837219,0.5188367962837219
42,42,1.5806451612903225,1.5806451612903225,0.0,0.0,0.0,0.0,0.0,0.9331803917884827,0.9331803917884827,0.9331803917884827,0.5308670401573181,0.5308670401573181
44,44,1.6559139784946235,1.6559139784946235,0.0,0.0,0.0,0.0,0.0,1.339572787284851,1.339572787284851,1.339572787284851,0.576790452003479,0.576790452003479
46,46,1.7311827956989245,1.7311827956989245,0.0,0.0,0.0,0.0,0.0,1.5812233686447144,1.5812233686447144,1.5812233686447144,0.6575767397880554,0.6575767397880554
48,48,1.8064516129032258,1.8064516129032258,0.0,0.0,0.0,0.0,0.0,1.740238070487976,1.740238070487976,1.740238070487976,0.7599177360534668,0.7599177360534668
50,50,1.8817204301075268,1.8817204301075268,0.0,0.0,0.0,0.0,0.0,1.7070330381393433,1.7070330381393433,1.7070330381393433,0.8690269589424133,0.8690269589424133
52,52,1.9569892473118278,1.9569892473118278,0.0,0.0,0.0,0.0,0.0,1.3262321949005127,1.3262321949005127,1.3262321949005127,0.9558637738227844,0.9558637738227844
54,54,2.032258064516129,2.032258064516129,0.0,0.0,0.0,0.0,0.0,0.8114290833473206,0.8114290833473206,0.8114290833473206,0.9945195913314819,0.9945195913314819
56,56,2.10752688172043,2.10752688172043,0.0,0.0,0.0,0.0,0.0,0.7095577120780945,0.7095577120780945,0.7095577120780945,1.0,1.0
58,58,2.182795698924731,2.182795698924731,0.0,0.0,0.0,0.0,0.0,0.7095577120780945,0.7095577120780945,0.7095577120780945,1.0,1.0
60,60,2.258064516129032,2.258064516129032,0.0,0.0,0.0,0.0,0.0,0.7095577120780945,0.7095577120780945,0.7095577120780945,1.0,1.0
61,61,2.2956989247311825,2.2956989247311825,0.0,0.0,0.0,0.0,0.0,0.7095577120780945,0.7095577120780945,0.7095577120780945,1.0,1.0
