standard_frame_idx,query_frame_idx,standard_timestamp_sec,query_timestamp_sec,distance,base_distance,semantic_phase_gap,semantic_phase_penalty,temporal_weighted_distance,frame_pair_weight,standard_frame_weight,query_frame_weight,standard_semantic_phase,query_semantic_phase
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6725718021392821,0.6986023187637329,0.611833930015564,0.0,0.0
0,2,0.0,0.07526881720430108,0.0,0.0,0.0,0.0,0.0,0.6725718021392821,0.6986023187637329,0.611833930015564,0.0,0.0
0,4,0.0,0.15053763440860216,0.0,0.0,0.0,0.0,0.0,0.6725718021392821,0.6986023187637329,0.611833930015564,0.0,0.0
0,6,0.0,0.22580645161290322,0.0,0.0,0.0,0.0,0.0,0.6725718021392821,0.6986023187637329,0.611833930015564,0.0,0.0
2,6,0.06791277258566979,0.22580645161290322,0.0,0.0,0.0,0.0,0.0,0.6725718021392821,0.6986023187637329,0.611833930015564,0.0,0.0
4,6,0.13582554517133957,0.22580645161290322,0.0,0.0,0.0,0.0,0.0,0.6725718021392821,0.6986023187637329,0.611833930015564,0.0,0.0
6,6,0.20373831775700935,0.22580645161290322,0.0,0.0,0.0,0.0,0.0,0.6725718021392821,0.6986023187637329,0.611833930015564,0.0,0.0
8,6,0.27165109034267915,0.22580645161290322,0.0,0.0,0.0,0.0,0.0,0.6725718021392821,0.6986023187637329,0.611833930015564,0.0,0.0
10,6,0.33956386292834895,0.22580645161290322,0.0,0.0,0.0,0.0,0.0,0.6725718021392821,0.6986023187637329,0.611833930015564,0.0,0.0
12,6,0.4074766355140187,0.22580645161290322,0.0,0.0,0.0,0.0,0.0,0.6725718021392821,0.6986023187637329,0.611833930015564,0.0,0.0
14,6,0.4753894080996885,0.22580645161290322,0.0,0.0,0.0,0.0,0.0,0.6725718021392821,0.6986023187637329,0.611833930015564,0.0,0.0
16,6,0.5433021806853583,0.22580645161290322,0.0,0.0,0.0,0.0,0.0,0.6725718021392821,0.6986023187637329,0.611833930015564,0.0,0.0
18,8,0.611214953271028,0.3010752688172043,0.03970696671418226,0.039628482972136225,0.01650412008166313,7.848374204603114e-05,0.0315898135304451,0.7955735445022583,0.6986023187637329,1.0218397378921509,0.0,0.01650412008166313
20,10,0.6791277258566979,0.3763440860215054,0.032737784571526755,0.032198142414860687,0.06883890926837921,0.0005396421566660699,0.030760757625102997,0.9396102428436279,0.6986023187637329,1.5019620656967163,0.0,0.06883890926837921
22,12,0.7470404984423676,0.45161290322580644,0.033660057548113645,0.032198142414860687,0.14402525126934052,0.0014619151332529604,0.032511621713638306,0.9658812999725341,0.6986023187637329,1.5895322561264038,0.0,0.14402525126934052
24,14,0.8149532710280374,0.5268817204301075,0.04248730487775004,0.04,0.21350432932376862,0.002487304877750045,0.038114313036203384,0.897075343132019,0.6986023187637329,1.36017906665802,0.0,0.21350432932376862
26,16,0.8828660436137072,0.6021505376344086,0.04335470709854523,0.04,0.26646971702575684,0.003354707098545228,0.036539699882268906,0.8428081035614013,0.6986023187637329,1.1792882680892944,0.0,0.26646971702575684
26,18,0.8828660436137072,0.6774193548387096,0.04417786865090443,0.04,0.3135021924972534,0.004177868650904428,0.03767748177051544,0.8528587698936462,0.6986023187637329,1.2127904891967773,0.0,0.3135021924972534
26,20,0.8828660436137072,0.7526881720430108,0.045141438578518746,0.04,0.3655976951122284,0.005141438578518743,0.039748914539813995,0.8805415630340576,0.6986023187637329,1.305066466331482,0.0,0.3655976951122284
26,22,0.8828660436137072,0.8279569892473118,0.038425764698786107,0.032198142414860687,0.4213674068450928,0.006227622283925418,0.033823974430561066,0.8802420496940613,0.6986023187637329,1.3040680885314941,0.0,0.4213674068450928
26,24,0.8828660436137072,0.9032258064516129,0.047256188629136824,0.04,0.4718847870826721,0.007256188629136824,0.03976121172308922,0.8413969039916992,0.6986023187637329,1.1745842695236206,0.0,0.4718847870826721
26,26,0.8828660436137072,0.9784946236559139,0.04801822734318025,0.04,0.5081146955490112,0.00801822734318025,0.03715461492538452,0.7737606763839722,0.6986023187637329,0.9491301774978638,0.0,0.5081146955490112
26,28,0.8828660436137072,1.053763440860215,0.04837937215865648,0.04,0.5249699354171753,0.008379372158656478,0.033720482140779495,0.6970012545585632,0.6986023187637329,0.693265438079834,0.0,0.5249699354171753
26,30,0.8828660436137072,1.129032258064516,0.015880422560348148,0.007430340557275542,0.5282478332519531,0.008450082003072604,0.010680724866688251,0.6725718021392821,0.6986023187637329,0.611833930015564,0.0,0.5282478332519531
26,32,0.8828660436137072,1.2043010752688172,0.015908900824967816,0.007430340557275542,0.5295659899711609,0.008478560267692274,0.010856167413294315,0.6823958039283752,0.6986023187637329,0.644580602645874,0.0,0.5295659899711609
26,34,0.8828660436137072,1.2795698924731183,0.04880004757531994,0.04,0.5443680286407471,0.008800047575319938,0.03772557154297829,0.7730642318725586,0.6986023187637329,0.9468086957931519,0.0,0.5443680286407471
26,36,0.8828660436137072,1.3548387096774193,0.04944818158583477,0.04,0.5737916827201843,0.009448181585834768,0.03913170471787453,0.7913679122924804,0.6986023187637329,1.007820963859558,0.0,0.5737916827201843
26,38,0.8828660436137072,1.4301075268817203,0.04993887763357301,0.04,0.5957204103469849,0.009938877633573012,0.035816460847854614,0.7172059416770935,0.6986023187637329,0.7606143951416016,0.0,0.5957204103469849
26,40,0.8828660436137072,1.5053763440860215,0.050117301630772604,0.04,0.6036239266395569,0.010117301630772605,0.03442259505391121,0.6868405640125275,0.6986023187637329,0.6593964695930481,0.0,0.6036239266395569
26,42,0.8828660436137072,1.5806451612903225,0.05039820545516386,0.04,0.6159941554069519,0.01039820545516386,0.037823647260665894,0.7504959464073181,0.6986023187637329,0.8715810775756836,0.0,0.6159941554069519
26,44,0.8828660436137072,1.6559139784946235,0.05123616656307782,0.04,0.6523936986923218,0.011236166563077821,0.04436671733856201,0.8659257769584655,0.6986023187637329,1.2563471794128418,0.0,0.6523936986923218
26,46,0.8828660436137072,1.7311827956989245,0.05280571211475167,0.04,0.7187421917915344,0.012805712114751669,0.051416873931884766,0.9736991167068481,0.6986023187637329,1.6155916452407837,0.0,0.7187421917915344
26,48,0.8828660436137072,1.8064516129032258,0.04725549802222158,0.032198142414860687,0.8103647232055664,0.01505735560736089,0.049820903688669205,1.0542879462242125,0.6986023187637329,1.884221076965332,0.0,0.8103647232055664
26,50,0.8828660436137072,1.8817204301075268,0.057551741466726314,0.04,0.9078053832054138,0.017551741466726316,0.05853360891342163,1.017060601711273,0.6986023187637329,1.7601299285888672,0.0,0.9078053832054138
26,52,0.8828660436137072,1.9569892473118278,0.05935173154479164,0.04,0.9758877754211426,0.01935173154479164,0.04958757013082504,0.8354864954948424,0.6986023187637329,1.1548829078674316,0.0,0.9758877754211426
28,54,0.950778816199377,2.032258064516129,0.059167498998678014,0.039628482972136225,0.9828750062733889,0.019539016026541792,0.06146055832505226,1.0387553989887237,1.209729790687561,0.6398151516914368,0.01599864475429058,0.9988736510276794
30,56,1.0186915887850467,2.10752688172043,0.05791605447960206,0.039628482972136225,0.9358461871743202,0.018287571507465832,0.08060242235660553,1.3917112588882445,1.7259443998336792,0.611833930015564,0.06415381282567978,1.0
32,58,1.0866043613707166,2.182795698924731,0.05617561227182234,0.039628482972136225,0.8690236657857895,0.01654712929968612,0.08133288472890854,1.4478326201438902,1.8061177730560303,0.611833930015564,0.1309763342142105,1.0
